"audio_pair","overall_music_similarity","cultural_similarity","recommendation_level","overall_music_similarity_annotations","cultural_similarity_annotations","recommendation_level_annotations","num_annotators"
"6_38-7_46","0.85","0.42","0.85","[0.851]","[0.423]","[0.851]","1"
"6_38-9_7","0.21","0.21","0.21","[0.206]","[0.206]","[0.206]","1"
"6_39-9_19","0.42","0.28","0.28","[0.423]","[0.28]","[0.28]","1"
"6_39-9_27","0.33","0.47","0.33","[0.329]","[0.471]","[0.329]","1"
"6_4-9_6","0.13","0.42","0.28","[0.134]","[0.42]","[0.277]","1"
"6_40-7_3","0.61","0.32","0.61","[0.606]","[0.32]","[0.606]","1"
"6_40-8_13","0.27","0.69","0.41","[0.266]","[0.694]","[0.409]","1"
"6_41-7_16","0.83","0.69","0.83","[0.829]","[0.686]","[0.829]","1"
"6_41-8_23","0.48","0.91","1.00","[0.48]","[0.909]","[1.0]","1"
"6_42-6_9","0.89","1.00","1.00","[0.894]","[1.0]","[1.0]","1"
"6_42-8_7","0.28","0.28","0.14","[0.28]","[0.28]","[0.137]","1"
"6_45-9_42","0.26","0.26","0.12","[0.263]","[0.263]","[0.12]","1"
"6_46-7_46","0.86","1.00","1.00","[0.863]","[1.0]","[1.0]","1"
"6_46-8_40","0.27","0.41","0.27","[0.271]","[0.414]","[0.271]","1"
"6_46-9_41","0.34","0.34","0.34","[0.343]","[0.343]","[0.343]","1"
"6_47-8_7","0.20","0.49","0.06","[0.2]","[0.486]","[0.057]","1"
"6_48-6_5","0.61","0.89","1.00","[0.609]","[0.894]","[1.0]","1"
"6_48-7_39","0.58","0.58","0.72","[0.58]","[0.58]","[0.723]","1"
"6_48-7_48","0.67","0.38","0.38","[0.666]","[0.38]","[0.38]","1"
"6_48-8_24","0.21","0.21","1.00","[0.214]","[0.214]","[1.0]","1"
"6_49-8_46","0.41","0.56","0.84","[0.414]","[0.557]","[0.843]","1"
"6_49-9_26","0.55","0.55","0.55","[0.551]","[0.551]","[0.551]","1"
"6_49-9_30","0.00","0.00","0.00","[0.0]","[0.0]","[0.0]","1"
"6_5-7_26","0.35","0.21","0.35","[0.349]","[0.206]","[0.349]","1"
"6_5-9_35","0.07","0.07","0.64","[0.071]","[0.071]","[0.643]","1"
"6_5-9_5","0.56","0.56","0.70","[0.557]","[0.557]","[0.7]","1"
"6_50-8_54","0.71","1.00","0.71","[0.714]","[1.0]","[0.714]","1"
"6_50-8_7","0.54","0.54","0.69","[0.543]","[0.543]","[0.686]","1"
"6_51-7_34","0.27","0.27","0.70","[0.271]","[0.271]","[0.7]","1"
"6_51-7_6","0.46","0.60","0.89","[0.457]","[0.6]","[0.886]","1"
"6_52-7_36","0.89","0.61","0.47","[0.894]","[0.609]","[0.466]","1"
"6_52-8_10","0.49","0.91","0.77","[0.486]","[0.914]","[0.771]","1"
"6_53-8_15","0.28","0.33","0.47","[0.206, 0.237, 0.406]","[0.206, 0.237, 0.549]","[0.349, 0.237, 0.834]","3"
"6_53-8_5","0.29","0.14","0.57","[0.286]","[0.143]","[0.571]","1"
"6_53-9_22","0.30","0.30","0.44","[0.423, 0.18]","[0.423, 0.18]","[0.709, 0.18]","2"
"6_53-9_8","0.54","0.33","0.61","[0.694, 0.386]","[0.266, 0.386]","[0.837, 0.386]","2"
"6_54-7_54","0.33","0.33","0.62","[0.334]","[0.334]","[0.62]","1"
"6_54-9_4","0.44","0.01","0.01","[0.437]","[0.009]","[0.009]","1"
"6_54-9_50","0.77","0.91","0.19","[0.766]","[0.909]","[0.194]","1"
"6_6-7_22","0.51","0.66","0.66","[0.514]","[0.657]","[0.657]","1"
"6_6-7_44","0.23","0.37","0.80","[0.229]","[0.371]","[0.8]","1"
"6_6-9_30","0.18","0.32","0.32","[0.18]","[0.323]","[0.323]","1"
"6_8-7_30","0.63","0.63","0.63","[0.634]","[0.634]","[0.634]","1"
"6_9-7_13","0.39","0.39","0.39","[0.386]","[0.386]","[0.386]","1"
"6_9-8_9","0.61","0.47","0.33","[0.614]","[0.471]","[0.329]","1"
"7_1-7_32","0.86","1.00","1.00","[0.549, 1.0]","[0.834, 1.0]","[0.834, 1.0]","2"
"7_1-8_15","0.60","0.89","0.89","[0.6]","[0.886]","[0.886]","1"
"7_1-8_5","0.66","0.88","0.88","[0.609, 0.714]","[0.894, 0.857]","[0.894, 0.857]","2"
"7_1-9_22","0.27","0.20","0.20","[0.429, 0.106]","[0.429, 0.0]","[0.143, 0.249]","2"
"7_1-9_8","0.06","0.06","0.35","[0.063]","[0.063]","[0.349]","1"
"7_10-9_13","0.57","0.57","0.99","[0.566]","[0.566]","[0.994]","1"
"7_10-9_41","0.69","0.83","0.69","[0.691]","[0.834]","[0.691]","1"
"7_10-9_9","0.49","0.20","0.77","[0.486]","[0.2]","[0.771]","1"
"7_13-7_9","0.91","1.00","1.00","[0.914]","[1.0]","[1.0]","1"
"7_15-7_4","1.00","1.00","0.00","[1.0]","[1.0]","[0.0]","1"
"7_15-8_20","0.57","0.57","0.57","[0.566]","[0.566]","[0.566]","1"
"7_15-8_31","0.73","1.00","1.00","[0.729]","[1.0]","[1.0]","1"
"7_15-9_39","0.25","0.11","0.11","[0.249]","[0.106]","[0.106]","1"
"7_16-7_44","0.96","0.96","0.96","[0.963]","[0.963]","[0.963]","1"
"7_16-8_44","0.75","1.00","1.00","[0.749]","[1.0]","[1.0]","1"
"7_18-7_38","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_18-9_42","0.02","0.16","0.73","[0.02]","[0.163]","[0.734]","1"
"7_20-9_17","0.51","0.36","0.65","[0.506]","[0.363]","[0.649]","1"
"7_21-7_35","1.00","0.75","1.00","[1.0]","[0.751]","[1.0]","1"
"7_21-8_50","0.94","0.79","0.65","[0.937]","[0.794]","[0.651]","1"
"7_21-9_23","0.47","0.47","0.47","[0.471]","[0.471]","[0.471]","1"
"7_21-9_26","0.13","0.13","0.13","[0.129]","[0.129]","[0.129]","1"
"7_21-9_4","0.55","0.55","0.55","[0.551]","[0.551]","[0.551]","1"
"7_22-9_35","0.13","0.99","0.42","[0.134]","[0.991]","[0.42]","1"
"7_23-7_47","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_23-8_7","0.56","0.71","0.71","[0.563]","[0.706]","[0.706]","1"
"7_24-8_1","0.75","0.61","0.75","[0.751]","[0.609]","[0.751]","1"
"7_24-8_18","1.00","0.94","1.00","[1.0]","[0.943]","[1.0]","1"
"7_24-8_26","0.89","0.89","1.00","[0.891]","[0.891]","[1.0]","1"
"7_24-9_52","0.27","0.27","0.70","[0.271]","[0.271]","[0.7]","1"
"7_25-7_33","0.75","0.75","0.75","[0.749]","[0.749]","[0.749]","1"
"7_26-8_22","0.48","0.77","0.91","[0.48]","[0.766]","[0.909]","1"
"7_26-8_23","0.82","0.96","0.82","[0.82]","[0.963]","[0.82]","1"
"7_26-8_45","0.75","0.75","0.75","[0.749]","[0.749]","[0.749]","1"
"7_27-8_34","0.17","0.17","0.17","[0.171]","[0.171]","[0.171]","1"
"7_27-9_41","0.75","0.89","0.61","[0.751]","[0.894]","[0.609]","1"
"7_29-8_37","0.70","0.70","0.70","[0.7]","[0.7]","[0.7]","1"
"7_29-8_52","0.83","0.55","0.55","[0.834]","[0.549]","[0.549]","1"
"7_3-7_9","0.71","0.86","0.71","[0.714]","[0.857]","[0.714]","1"
"7_3-8_21","1.00","0.91","0.91","[1.0]","[0.914]","[0.914]","1"
"7_30-9_7","0.72","0.72","0.86","[0.72]","[0.72]","[0.863]","1"
"7_31-8_19","0.47","0.33","0.33","[0.471]","[0.329]","[0.329]","1"
"7_32-8_15","0.32","0.75","0.75","[0.32]","[0.749]","[0.749]","1"
"7_32-8_5","0.73","0.80","0.87","[1.0, 0.349]","[1.0, 0.491]","[1.0, 0.634]","2"
"7_32-9_22","0.62","0.28","0.57","[0.257, 0.849, 0.743]","[0.114, 0.277, 0.457]","[0.257, 0.849, 0.6]","3"
"7_32-9_8","0.56","0.70","0.56","[0.609, 0.514]","[0.894, 0.514]","[0.466, 0.657]","2"
"7_33-8_23","0.61","0.61","0.89","[0.606]","[0.606]","[0.891]","1"
"7_33-8_38","0.85","0.71","0.99","[0.849]","[0.706]","[0.991]","1"
"7_36-9_33","0.39","0.82","0.25","[0.391]","[0.82]","[0.249]","1"
"7_37-8_49","0.80","0.80","0.80","[0.8]","[0.8]","[0.8]","1"
"7_38-7_44","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_39-8_13","0.39","0.39","0.39","[0.386]","[0.386]","[0.386]","1"
"7_4-7_45","0.17","0.17","0.17","[0.171]","[0.171]","[0.171]","1"
"7_4-8_33","0.68","0.96","0.68","[0.677]","[0.963]","[0.677]","1"
"7_40-7_46","0.81","0.67","0.81","[0.809]","[0.666]","[0.809]","1"
"7_40-9_40","0.41","0.27","0.56","[0.414]","[0.271]","[0.557]","1"
"7_40-9_46","0.78","1.00","0.49","[0.777]","[1.0]","[0.491]","1"
"7_42-9_15","0.13","0.71","0.42","[0.134]","[0.706]","[0.42]","1"
"7_44-9_21","0.43","0.14","0.14","[0.429]","[0.143]","[0.143]","1"
"7_45-8_6","0.51","0.22","0.51","[0.506]","[0.22]","[0.506]","1"
"7_47-9_34","0.61","0.33","0.33","[0.614]","[0.329]","[0.329]","1"
"7_48-8_22","0.21","0.21","0.21","[0.209]","[0.209]","[0.209]","1"
"7_48-8_44","0.71","0.29","0.29","[0.714]","[0.286]","[0.286]","1"
"7_48-9_40","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_5-8_18","0.57","0.86","1.00","[0.571]","[0.857]","[1.0]","1"
"7_5-9_30","0.01","0.59","1.00","[0.014]","[0.586]","[1.0]","1"
"7_50-8_50","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_50-9_39","0.42","0.42","0.42","[0.423]","[0.423]","[0.423]","1"
"7_51-7_6","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"7_51-9_40","0.49","0.49","0.49","[0.486]","[0.486]","[0.486]","1"
"7_51-9_51","0.55","0.55","0.55","[0.551]","[0.551]","[0.551]","1"
"7_53-9_24","0.46","0.46","0.46","[0.463]","[0.463]","[0.463]","1"
"7_53-9_37","0.26","0.55","0.83","[0.263]","[0.549]","[0.834]","1"
"7_54-9_18","0.42","0.56","0.42","[0.42]","[0.563]","[0.42]","1"
"7_6-8_39","0.43","0.43","0.29","[0.429]","[0.429]","[0.286]","1"
"8_1-8_6","0.49","0.78","0.35","[0.494]","[0.78]","[0.351]","1"
"8_11-8_20","0.87","1.00","0.87","[0.871]","[1.0]","[0.871]","1"
"8_11-8_36","0.75","0.61","0.89","[0.751]","[0.609]","[0.894]","1"
"8_11-9_46","0.39","0.39","0.39","[0.391]","[0.391]","[0.391]","1"
"8_12-8_20","0.86","0.86","1.00","[0.863]","[0.863]","[1.0]","1"
"8_13-9_52","0.29","0.43","0.43","[0.286]","[0.429]","[0.429]","1"
"8_14-9_25","0.24","0.38","0.38","[0.237]","[0.38]","[0.38]","1"
"8_15-8_5","0.45","0.45","0.59","[0.451]","[0.451]","[0.594]","1"
"8_15-9_22","0.49","0.51","0.63","[0.471, 0.22, 0.2, 0.643, 0.894]","[0.471, 0.22, 1.0, 0.643, 0.18]","[0.329, 0.22, 0.343, 1.0, 1.0]","5"
"8_15-9_8","0.28","0.28","0.23","[0.0, 0.429, 0.414]","[0.271, 0.429, 0.129]","[0.0, 0.571, 0.129]","3"
"8_17-8_3","0.18","0.32","0.03","[0.177]","[0.32]","[0.034]","1"
"8_17-8_31","0.61","0.90","1.00","[0.614]","[0.9]","[1.0]","1"
"8_18-8_37","0.44","0.44","0.44","[0.443]","[0.443]","[0.443]","1"
"8_2-9_36","0.59","0.17","0.74","[0.594]","[0.166]","[0.737]","1"
"8_2-9_39","0.66","0.09","0.00","[0.663]","[0.091]","[0.0]","1"
"8_22-8_34","0.91","0.91","0.62","[0.906]","[0.906]","[0.62]","1"
"8_22-8_51","0.33","0.90","0.33","[0.329]","[0.9]","[0.329]","1"
"8_22-8_54","0.86","0.72","1.00","[0.863]","[0.72]","[1.0]","1"
"8_23-9_36","0.75","0.46","0.89","[0.749]","[0.463]","[0.891]","1"
"8_24-8_54","0.51","0.79","0.79","[0.506]","[0.791]","[0.791]","1"
"8_24-9_17","0.15","0.29","0.01","[0.149]","[0.291]","[0.006]","1"
"8_25-9_15","0.39","0.39","0.39","[0.386]","[0.386]","[0.386]","1"
"8_29-8_39","0.71","0.71","0.71","[0.706]","[0.706]","[0.706]","1"
"8_31-8_37","0.41","0.41","0.13","[0.414]","[0.414]","[0.129]","1"
"8_31-9_53","0.19","0.19","0.62","[0.191]","[0.191]","[0.62]","1"
"8_34-9_12","0.61","0.76","0.47","[0.614]","[0.757]","[0.471]","1"
"8_34-9_21","0.86","0.86","0.86","[0.863]","[0.863]","[0.863]","1"
"8_36-9_31","0.20","0.20","0.06","[0.2]","[0.2]","[0.057]","1"
"8_37-8_42","0.66","0.95","0.00","[0.663]","[0.949]","[0.0]","1"
"8_37-9_3","0.07","0.21","1.00","[0.071]","[0.214]","[1.0]","1"
"8_4-9_11","0.39","0.25","0.25","[0.391]","[0.249]","[0.249]","1"
"8_41-9_12","0.13","0.13","0.41","[0.129]","[0.129]","[0.414]","1"
"8_43-9_41","0.39","0.25","0.11","[0.391]","[0.249]","[0.106]","1"
"8_43-9_48","0.72","0.72","0.87","[0.723]","[0.723]","[0.866]","1"
"8_44-9_19","0.57","0.29","0.43","[0.571]","[0.286]","[0.429]","1"
"8_45-8_8","1.00","1.00","1.00","[1.0]","[1.0]","[1.0]","1"
"8_46-9_45","0.80","0.94","0.94","[0.8]","[0.943]","[0.943]","1"
"8_5-9_22","0.31","0.23","0.37","[0.22, 0.829, 0.18, 0.051, 0.291]","[0.363, 0.4, 0.18, 0.051, 0.149]","[0.506, 0.543, 0.18, 0.051, 0.577]","5"
"8_5-9_8","0.21","0.28","0.07","[0.177, 0.249]","[0.32, 0.249]","[0.034, 0.106]","2"
"8_51-9_11","0.26","0.40","0.26","[0.257]","[0.4]","[0.257]","1"
"8_6-9_42","0.54","0.54","0.69","[0.543]","[0.543]","[0.686]","1"
"8_7-9_52","0.19","0.00","0.19","[0.194]","[0.0]","[0.194]","1"
"8_8-9_15","0.47","0.75","0.32","[0.466]","[0.751]","[0.323]","1"
"9_10-9_51","0.87","1.00","1.00","[0.866]","[1.0]","[1.0]","1"
"9_17-9_7","0.65","0.65","0.79","[0.651]","[0.651]","[0.794]","1"
"9_19-9_34","0.61","1.00","0.90","[0.614]","[1.0]","[0.9]","1"
"9_19-9_45","0.82","1.00","0.96","[0.82]","[1.0]","[0.963]","1"
"9_20-9_31","0.76","1.00","1.00","[0.757]","[1.0]","[1.0]","1"
"9_22-9_8","0.97","1.00","1.00","[0.851, 1.0]","[1.0, 1.0]","[1.0, 1.0]","2"
"9_24-9_30","0.43","0.86","1.00","[0.429]","[0.857]","[1.0]","1"
"9_24-9_41","0.89","1.00","1.00","[0.891]","[1.0]","[1.0]","1"
"9_27-9_45","0.64","0.93","0.79","[0.643]","[0.929]","[0.786]","1"
"9_34-9_47","0.41","0.70","1.00","[0.414]","[0.7]","[1.0]","1"
