"audio_pair","overall_music_similarity","cultural_similarity","recommendation_level","overall_music_similarity_annotations","cultural_similarity_annotations","recommendation_level_annotations","num_annotators"
"6_38-7_46","0.62","0.25","0.62","[3.5]","[2.0]","[3.5]","1"
"6_38-9_7","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_39-9_19","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"6_39-9_27","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"6_4-9_6","0.25","0.50","0.38","[2.0]","[3.0]","[2.5]","1"
"6_40-7_3","0.50","0.25","0.50","[3.0]","[2.0]","[3.0]","1"
"6_40-8_13","0.25","0.62","0.38","[2.0]","[3.5]","[2.5]","1"
"6_41-7_16","0.75","0.62","0.75","[4.0]","[3.5]","[4.0]","1"
"6_41-8_23","0.38","0.75","0.88","[2.5]","[4.0]","[4.5]","1"
"6_42-6_9","0.75","0.88","0.88","[4.0]","[4.5]","[4.5]","1"
"6_42-8_7","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"6_45-9_42","0.12","0.12","0.00","[1.5]","[1.5]","[1.0]","1"
"6_46-7_46","0.75","0.88","0.88","[4.0]","[4.5]","[4.5]","1"
"6_46-8_40","0.38","0.50","0.38","[2.5]","[3.0]","[2.5]","1"
"6_46-9_41","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"6_47-8_7","0.12","0.38","0.00","[1.5]","[2.5]","[1.0]","1"
"6_48-6_5","0.62","0.88","1.00","[3.5]","[4.5]","[5.0]","1"
"6_48-7_39","0.38","0.38","0.50","[2.5]","[2.5]","[3.0]","1"
"6_48-7_48","0.75","0.50","0.50","[4.0]","[3.0]","[3.0]","1"
"6_48-8_24","0.12","0.12","0.88","[1.5]","[1.5]","[4.5]","1"
"6_49-8_46","0.12","0.25","0.50","[1.5]","[2.0]","[3.0]","1"
"6_49-9_26","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"6_49-9_30","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"6_5-7_26","0.12","0.00","0.12","[1.5]","[1.0]","[1.5]","1"
"6_5-9_35","0.12","0.12","0.62","[1.5]","[1.5]","[3.5]","1"
"6_5-9_5","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"6_50-8_54","0.50","0.75","0.50","[3.0]","[4.0]","[3.0]","1"
"6_50-8_7","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"6_51-7_34","0.12","0.12","0.50","[1.5]","[1.5]","[3.0]","1"
"6_51-7_6","0.38","0.50","0.75","[2.5]","[3.0]","[4.0]","1"
"6_52-7_36","0.62","0.38","0.25","[3.5]","[2.5]","[2.0]","1"
"6_52-8_10","0.25","0.62","0.50","[2.0]","[3.5]","[3.0]","1"
"6_53-8_15","0.12","0.17","0.29","[1.0, 1.5, 2.0]","[1.0, 1.5, 2.5]","[1.5, 1.5, 3.5]","3"
"6_53-8_5","0.12","0.00","0.38","[1.5]","[1.0]","[2.5]","1"
"6_53-9_22","0.12","0.12","0.25","[2.0, 1.0]","[2.0, 1.0]","[3.0, 1.0]","2"
"6_53-9_8","0.25","0.06","0.31","[3.0, 1.0]","[1.5, 1.0]","[3.5, 1.0]","2"
"6_54-7_54","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"6_54-9_4","0.38","0.00","0.00","[2.5]","[1.0]","[1.0]","1"
"6_54-9_50","0.62","0.75","0.12","[3.5]","[4.0]","[1.5]","1"
"6_6-7_22","0.50","0.62","0.62","[3.0]","[3.5]","[3.5]","1"
"6_6-7_44","0.00","0.12","0.50","[1.0]","[1.5]","[3.0]","1"
"6_6-9_30","0.12","0.25","0.25","[1.5]","[2.0]","[2.0]","1"
"6_8-7_30","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"6_9-7_13","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"6_9-8_9","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"7_1-7_32","0.69","0.88","0.88","[3.0, 4.5]","[4.0, 5.0]","[4.0, 5.0]","2"
"7_1-8_15","0.50","0.75","0.75","[3.0]","[4.0]","[4.0]","1"
"7_1-8_5","0.50","0.69","0.69","[2.5, 3.5]","[3.5, 4.0]","[3.5, 4.0]","2"
"7_1-9_22","0.25","0.19","0.19","[2.5, 1.5]","[2.5, 1.0]","[1.5, 2.0]","2"
"7_1-9_8","0.12","0.12","0.38","[1.5]","[1.5]","[2.5]","1"
"7_10-9_13","0.38","0.38","0.75","[2.5]","[2.5]","[4.0]","1"
"7_10-9_41","0.50","0.62","0.50","[3.0]","[3.5]","[3.0]","1"
"7_10-9_9","0.50","0.25","0.75","[3.0]","[2.0]","[4.0]","1"
"7_13-7_9","0.62","0.75","0.75","[3.5]","[4.0]","[4.0]","1"
"7_15-7_4","1.00","1.00","0.00","[5.0]","[5.0]","[1.0]","1"
"7_15-8_20","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"7_15-8_31","0.75","1.00","1.00","[4.0]","[5.0]","[5.0]","1"
"7_15-9_39","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"7_16-7_44","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"7_16-8_44","0.62","0.88","0.88","[3.5]","[4.5]","[4.5]","1"
"7_18-7_38","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"7_18-9_42","0.12","0.25","0.75","[1.5]","[2.0]","[4.0]","1"
"7_20-9_17","0.50","0.38","0.62","[3.0]","[2.5]","[3.5]","1"
"7_21-7_35","0.88","0.62","0.88","[4.5]","[3.5]","[4.5]","1"
"7_21-8_50","0.88","0.75","0.62","[4.5]","[4.0]","[3.5]","1"
"7_21-9_23","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"7_21-9_26","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"7_21-9_4","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"7_22-9_35","0.00","0.75","0.25","[1.0]","[4.0]","[2.0]","1"
"7_23-7_47","0.88","1.00","0.88","[4.5]","[5.0]","[4.5]","1"
"7_23-8_7","0.50","0.62","0.62","[3.0]","[3.5]","[3.5]","1"
"7_24-8_1","0.75","0.62","0.75","[4.0]","[3.5]","[4.0]","1"
"7_24-8_18","1.00","0.88","1.00","[5.0]","[4.5]","[5.0]","1"
"7_24-8_26","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"7_24-9_52","0.00","0.00","0.38","[1.0]","[1.0]","[2.5]","1"
"7_25-7_33","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"7_26-8_22","0.50","0.75","0.88","[3.0]","[4.0]","[4.5]","1"
"7_26-8_23","0.62","0.75","0.62","[3.5]","[4.0]","[3.5]","1"
"7_26-8_45","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"7_27-8_34","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"7_27-9_41","0.62","0.75","0.50","[3.5]","[4.0]","[3.0]","1"
"7_29-8_37","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"7_29-8_52","0.62","0.38","0.38","[3.5]","[2.5]","[2.5]","1"
"7_3-7_9","0.62","0.75","0.62","[3.5]","[4.0]","[3.5]","1"
"7_3-8_21","0.88","0.75","0.75","[4.5]","[4.0]","[4.0]","1"
"7_30-9_7","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"7_31-8_19","0.38","0.25","0.25","[2.5]","[2.0]","[2.0]","1"
"7_32-8_15","0.25","0.62","0.62","[2.0]","[3.5]","[3.5]","1"
"7_32-8_5","0.69","0.75","0.81","[5.0, 2.5]","[5.0, 3.0]","[5.0, 3.5]","2"
"7_32-9_22","0.50","0.21","0.46","[2.0, 3.5, 3.5]","[1.5, 1.5, 2.5]","[2.0, 3.5, 3.0]","3"
"7_32-9_8","0.38","0.50","0.38","[2.0, 3.0]","[3.0, 3.0]","[1.5, 3.5]","2"
"7_33-8_23","0.38","0.38","0.62","[2.5]","[2.5]","[3.5]","1"
"7_33-8_38","0.62","0.50","0.75","[3.5]","[3.0]","[4.0]","1"
"7_36-9_33","0.38","0.75","0.25","[2.5]","[4.0]","[2.0]","1"
"7_37-8_49","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"7_38-7_44","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"7_39-8_13","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"7_4-7_45","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"7_4-8_33","0.50","0.75","0.50","[3.0]","[4.0]","[3.0]","1"
"7_40-7_46","0.62","0.50","0.62","[3.5]","[3.0]","[3.5]","1"
"7_40-9_40","0.62","0.50","0.75","[3.5]","[3.0]","[4.0]","1"
"7_40-9_46","0.50","0.75","0.25","[3.0]","[4.0]","[2.0]","1"
"7_42-9_15","0.00","0.50","0.25","[1.0]","[3.0]","[2.0]","1"
"7_44-9_21","0.38","0.12","0.12","[2.5]","[1.5]","[1.5]","1"
"7_45-8_6","0.50","0.25","0.50","[3.0]","[2.0]","[3.0]","1"
"7_47-9_34","0.25","0.00","0.00","[2.0]","[1.0]","[1.0]","1"
"7_48-8_22","0.12","0.12","0.12","[1.5]","[1.5]","[1.5]","1"
"7_48-8_44","0.62","0.25","0.25","[3.5]","[2.0]","[2.0]","1"
"7_48-9_40","0.88","1.00","1.00","[4.5]","[5.0]","[5.0]","1"
"7_5-8_18","0.38","0.62","0.88","[2.5]","[3.5]","[4.5]","1"
"7_5-9_30","0.00","0.50","1.00","[1.0]","[3.0]","[5.0]","1"
"7_50-8_50","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"7_50-9_39","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"7_51-7_6","1.00","1.00","1.00","[5.0]","[5.0]","[5.0]","1"
"7_51-9_40","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"7_51-9_51","0.38","0.38","0.38","[2.5]","[2.5]","[2.5]","1"
"7_53-9_24","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"7_53-9_37","0.12","0.38","0.62","[1.5]","[2.5]","[3.5]","1"
"7_54-9_18","0.25","0.38","0.25","[2.0]","[2.5]","[2.0]","1"
"7_6-8_39","0.38","0.38","0.25","[2.5]","[2.5]","[2.0]","1"
"8_1-8_6","0.25","0.50","0.12","[2.0]","[3.0]","[1.5]","1"
"8_11-8_20","0.88","1.00","0.88","[4.5]","[5.0]","[4.5]","1"
"8_11-8_36","0.62","0.50","0.75","[3.5]","[3.0]","[4.0]","1"
"8_11-9_46","0.25","0.25","0.25","[2.0]","[2.0]","[2.0]","1"
"8_12-8_20","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"8_13-9_52","0.25","0.38","0.38","[2.0]","[2.5]","[2.5]","1"
"8_14-9_25","0.38","0.50","0.50","[2.5]","[3.0]","[3.0]","1"
"8_15-8_5","0.25","0.25","0.38","[2.0]","[2.0]","[2.5]","1"
"8_15-9_22","0.35","0.38","0.47","[1.5, 2.0, 1.5, 3.0, 4.0]","[1.5, 2.0, 4.5, 3.0, 1.5]","[1.0, 2.0, 2.0, 4.5, 5.0]","5"
"8_15-9_8","0.21","0.21","0.17","[1.5, 2.0, 2.0]","[2.5, 2.0, 1.0]","[1.5, 2.5, 1.0]","3"
"8_17-8_3","0.25","0.38","0.12","[2.0]","[2.5]","[1.5]","1"
"8_17-8_31","0.62","0.88","1.00","[3.5]","[4.5]","[5.0]","1"
"8_18-8_37","0.50","0.50","0.50","[3.0]","[3.0]","[3.0]","1"
"8_2-9_36","0.38","0.00","0.50","[2.5]","[1.0]","[3.0]","1"
"8_2-9_39","0.62","0.12","0.00","[3.5]","[1.5]","[1.0]","1"
"8_22-8_34","0.75","0.75","0.50","[4.0]","[4.0]","[3.0]","1"
"8_22-8_51","0.25","0.75","0.25","[2.0]","[4.0]","[2.0]","1"
"8_22-8_54","0.75","0.62","0.88","[4.0]","[3.5]","[4.5]","1"
"8_23-9_36","0.75","0.50","0.88","[4.0]","[3.0]","[4.5]","1"
"8_24-8_54","0.50","0.75","0.75","[3.0]","[4.0]","[4.0]","1"
"8_24-9_17","0.12","0.25","0.00","[1.5]","[2.0]","[1.0]","1"
"8_25-9_15","0.00","0.00","0.00","[1.0]","[1.0]","[1.0]","1"
"8_29-8_39","0.62","0.62","0.62","[3.5]","[3.5]","[3.5]","1"
"8_31-8_37","0.25","0.25","0.00","[2.0]","[2.0]","[1.0]","1"
"8_31-9_53","0.12","0.12","0.50","[1.5]","[1.5]","[3.0]","1"
"8_34-9_12","0.25","0.38","0.12","[2.0]","[2.5]","[1.5]","1"
"8_34-9_21","0.75","0.75","0.75","[4.0]","[4.0]","[4.0]","1"
"8_36-9_31","0.25","0.25","0.12","[2.0]","[2.0]","[1.5]","1"
"8_37-8_42","0.62","0.88","0.00","[3.5]","[4.5]","[1.0]","1"
"8_37-9_3","0.00","0.12","0.88","[1.0]","[1.5]","[4.5]","1"
"8_4-9_11","0.12","0.00","0.00","[1.5]","[1.0]","[1.0]","1"
"8_41-9_12","0.25","0.25","0.50","[2.0]","[2.0]","[3.0]","1"
"8_43-9_41","0.25","0.12","0.00","[2.0]","[1.5]","[1.0]","1"
"8_43-9_48","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"8_44-9_19","0.38","0.12","0.25","[2.5]","[1.5]","[2.0]","1"
"8_45-8_8","0.88","0.88","1.00","[4.5]","[4.5]","[5.0]","1"
"8_46-9_45","0.75","0.88","0.88","[4.0]","[4.5]","[4.5]","1"
"8_5-9_22","0.22","0.15","0.28","[2.0, 3.5, 1.0, 1.0, 2.0]","[2.5, 2.0, 1.0, 1.0, 1.5]","[3.0, 2.5, 1.0, 1.0, 3.0]","5"
"8_5-9_8","0.12","0.19","0.00","[1.5, 1.5]","[2.0, 1.5]","[1.0, 1.0]","2"
"8_51-9_11","0.00","0.12","0.00","[1.0]","[1.5]","[1.0]","1"
"8_6-9_42","0.62","0.62","0.75","[3.5]","[3.5]","[4.0]","1"
"8_7-9_52","0.25","0.00","0.25","[2.0]","[1.0]","[2.0]","1"
"8_8-9_15","0.38","0.62","0.25","[2.5]","[3.5]","[2.0]","1"
"9_10-9_51","0.88","1.00","1.00","[4.5]","[5.0]","[5.0]","1"
"9_17-9_7","0.75","0.75","0.88","[4.0]","[4.0]","[4.5]","1"
"9_19-9_34","0.50","1.00","0.75","[3.0]","[5.0]","[4.0]","1"
"9_19-9_45","0.75","1.00","0.88","[4.0]","[5.0]","[4.5]","1"
"9_20-9_31","0.75","1.00","1.00","[4.0]","[5.0]","[5.0]","1"
"9_22-9_8","0.81","1.00","1.00","[4.0, 4.5]","[5.0, 5.0]","[5.0, 5.0]","2"
"9_24-9_30","0.25","0.62","0.75","[2.0]","[3.5]","[4.0]","1"
"9_24-9_41","0.75","0.88","1.00","[4.0]","[4.5]","[5.0]","1"
"9_27-9_45","0.62","0.88","0.75","[3.5]","[4.5]","[4.0]","1"
"9_34-9_47","0.25","0.50","0.88","[2.0]","[3.0]","[4.5]","1"
